,mfcc_mean,chroma_mean,spectral_contrast_mean,mfcc,chroma,spectral_contrast,tempo,label
127,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708 -1131.3708]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]",117.45383522727273,1
128,"[-9.0276398e+01 -1.9386543e+01 -1.4673138e+01 -1.5417588e+01
  2.6241480e+01  6.7317781e+00 -3.6842628e+01  2.7112766e+01
 -3.2524691e+00  6.8505621e+00 -2.1510193e+01  1.6776653e+01
 -1.1864446e+00 -2.6314640e+00 -5.9309225e+00  7.8981075e+00
 -4.9968958e-02 -4.1926174e+00  7.7104723e-01  2.4171371e+00]","[0.17390011 0.14479455 0.10803936 0.04040297 0.01436742 0.01836052
 0.0463375  0.05005646 0.03171092 0.30756843 1.         0.36372173]","[4.22283304e-03 4.74388780e-02 5.80092232e-01 1.95684105e+00
 1.09710200e+01 8.17855382e+00 5.60453233e+01]","[[-9.0276398e+01]
 [-1.9386543e+01]
 [-1.4673138e+01]
 [-1.5417588e+01]
 [ 2.6241480e+01]
 [ 6.7317781e+00]
 [-3.6842628e+01]
 [ 2.7112766e+01]
 [-3.2524691e+00]
 [ 6.8505621e+00]
 [-2.1510193e+01]
 [ 1.6776653e+01]
 [-1.1864446e+00]
 [-2.6314640e+00]
 [-5.9309225e+00]
 [ 7.8981075e+00]
 [-4.9968958e-02]
 [-4.1926174e+00]
 [ 7.7104723e-01]
 [ 2.4171371e+00]]","[[0.17390011]
 [0.14479455]
 [0.10803936]
 [0.04040297]
 [0.01436742]
 [0.01836052]
 [0.0463375 ]
 [0.05005646]
 [0.03171092]
 [0.30756843]
 [1.        ]
 [0.36372173]]","[[4.22283304e-03]
 [4.74388780e-02]
 [5.80092232e-01]
 [1.95684105e+00]
 [1.09710200e+01]
 [8.17855382e+00]
 [5.60453233e+01]]",117.45383522727273,1
129,"[-1.4411050e+02  7.7366066e+01  1.9573076e+01  2.1756374e+01
  3.7633209e+00  1.3119294e+01 -3.0657685e+00  1.0002214e+01
  3.0151384e+00  9.5686474e+00 -1.2486880e+00  3.7878761e+00
  1.2394775e+00  5.9259472e+00 -1.2162790e-01  4.2221532e+00
 -2.7099783e+00  2.1654959e+00  3.9372599e-01  3.2147775e+00]","[0.5508353  0.4024756  0.32949978 0.3404326  0.36033094 0.46492335
 0.3960866  0.41538158 0.43720502 0.4508429  0.57676005 0.5004415 ]","[20.45952652 16.22202232 18.52534068 21.50698287 24.56316016 19.8776379
 47.0721634 ]","[[-494.05283 -494.05283 -494.05283 ... -494.05283 -494.05283 -494.05283]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.8312833  0.9168869  0.8332288  ... 0.7309263  0.87172914 0.9356322 ]
 [0.8114772  1.         1.         ... 0.7935044  0.9282416  0.826579  ]
 [0.8159833  0.93289965 0.9621627  ... 0.93621904 0.9911227  1.        ]
 ...
 [0.46632582 0.43693995 0.34387803 ... 0.3112275  0.3058556  0.3663178 ]
 [0.48858553 0.44639534 0.42284387 ... 0.33488998 0.37141913 0.49804384]
 [0.6090371  0.63262725 0.6277191  ... 0.5031331  0.585189   0.68415767]]","[[15.85928961 25.02011272 27.54972855 ... 30.6680344  18.65966249
  14.043707  ]
 [ 7.4624451  13.08561006 12.95696569 ... 18.46296828  8.56340504
   6.59057608]
 [10.6782955  16.38535285 15.85876973 ...  9.19484387  8.33424335
  10.83184495]
 ...
 [14.54964755 11.94932484 14.24598854 ... 16.06508246 12.43222599
  11.32774041]
 [13.74436734 15.6826351  14.813587   ... 15.38129603 13.55395361
  12.3361041 ]
 [16.94791286 20.77833792 35.62227756 ... 35.02787252 20.66248263
  16.93679948]]",143.5546875,1
130,"[-13.415716    97.46113     -4.8566985   12.790779    -1.1043943
   6.2354484   -8.49459      3.3468025   -4.7877226    3.2531204
  -1.2388151   -0.93718904  -7.352925    -0.53057706  -5.005854
  -1.2995085   -5.376137     6.3968196   -3.7696137    2.27315   ]","[0.24009544 0.44895446 0.23642036 0.3253413  0.3911407  0.39075547
 0.6004748  0.35825264 0.46109036 0.2737819  0.30807644 0.28343037]","[18.81986562 14.73937315 18.60764628 20.24161988 23.51660832 23.63199103
 47.6486371 ]","[[-470.5558 -470.5558 -470.5558 ... -470.5558 -470.5558 -470.5558]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.79512775 0.928736   0.8529164  ... 0.9076521  0.91319925 0.86815804]
 [0.76231664 0.96695346 1.         ... 0.91440916 1.         1.        ]
 [0.7713856  0.9054934  0.93358517 ... 0.9885629  0.9275258  0.9874841 ]
 ...
 [0.435054   0.4111756  0.34196794 ... 0.37670112 0.4169443  0.47300243]
 [0.47122255 0.45011774 0.44141367 ... 0.4600028  0.46281224 0.6059696 ]
 [0.59855324 0.6509295  0.65203273 ... 0.7275346  0.68667424 0.71822876]]","[[15.85928961 25.02011272 27.54972855 ... 28.47157588 24.19355938
  18.4264123 ]
 [ 7.4624451  13.08561006 12.95696569 ...  6.8926165   9.13216716
   4.95791527]
 [10.6782955  16.38535285 15.85876973 ... 13.05539942 12.12203984
  12.78164156]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67968189 11.17118949
  14.57983385]
 [13.74436734 15.6826351  14.813587   ... 11.95542692 14.44754073
  15.070472  ]
 [16.94791286 20.77833792 34.80766321 ... 34.41095525 22.47947352
  17.40304312]]",129.19921875,1
131,"[-43.03645    105.92744    -13.221955    24.608469    -5.628172
  14.743718    -5.9485855    5.487034    -5.6184506    6.615901
  -3.2226233    0.7525649   -3.8164651   -0.45825836  -0.38165957
   0.5067846   -2.8224168    3.746504    -0.670756     0.82022935]","[0.3268127  0.34327236 0.4984295  0.35338715 0.32572746 0.3904899
 0.4013133  0.5471794  0.3579035  0.35222617 0.29055354 0.28857118]","[21.29698211 15.39883264 17.91523751 19.01780421 20.89826019 22.21503887
 50.0395463 ]","[[-465.84692 -465.84692 -465.84692 ... -465.84692 -465.84692 -465.84692]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.78911614 0.92805576 0.8557714  ... 0.90596926 0.9186791  0.8699367 ]
 [0.754893   0.9596623  1.         ... 0.9135041  1.         1.        ]
 [0.7647753  0.89944005 0.9295849  ... 0.9859501  0.92697656 0.9817811 ]
 ...
 [0.43016016 0.40666977 0.34190288 ... 0.37491292 0.4146969  0.4711027 ]
 [0.46794376 0.4495471  0.44453254 ... 0.4623766  0.4657121  0.60718256]
 [0.5973655  0.65242875 0.65584725 ... 0.73184437 0.69210464 0.71775115]]","[[15.85928961 25.02011272 27.54972855 ... 28.47158961 24.19356054
  18.42641314]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89261576  9.13216596
   4.95791919]
 [10.6782955  16.38535285 15.85876973 ... 13.05539834 12.12204123
  12.78164766]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67969032 11.17118873
  14.57983385]
 [13.74436734 15.6826351  14.813587   ... 11.95542657 14.44755288
  15.0704734 ]
 [16.94791286 20.77833792 33.90512201 ... 33.50841374 22.4794633
  17.40304239]]",129.19921875,1
132,"[-118.4578      153.65494     -12.674773     20.384201      3.788847
    9.472495     -0.43936723    0.889535      6.208555      8.070293
   -0.1707551    -1.3618065    -5.9384713     5.3169303    -5.667338
   -1.9827076    -3.0928252     3.329983     -4.7775373     0.35587072]","[0.3559033  0.2560533  0.2710224  0.3924963  0.31206638 0.41897565
 0.27105668 0.42020258 0.32868138 0.2513258  0.4118143  0.27153137]","[20.88863192 17.43132972 20.36937607 20.94096854 23.36101569 26.06590517
 47.09910673]","[[-484.2532 -484.2532 -484.2532 ... -484.2532 -484.2532 -484.2532]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.7981228  0.9290132  0.85145    ... 0.8513767  0.89243406 0.9216595 ]
 [0.7660838  0.97060966 1.         ... 1.         0.94564253 0.8151032 ]
 [0.77476954 0.9085486  0.9356061  ... 0.9357262  1.         1.        ]
 ...
 [0.4375035  0.41346574 0.3420194  ... 0.3416994  0.35122696 0.3728747 ]
 [0.47283947 0.4503937  0.43986574 ... 0.43981    0.41957742 0.50880593]
 [0.59922373 0.65018445 0.6501169  ... 0.6502488  0.66625756 0.70452976]]","[[15.85928961 25.02011272 27.54972855 ... 28.03816583 18.84961891
  13.90207577]
 [ 7.4624451  13.08561006 12.95696569 ... 14.47996227  9.10103508
   7.27753369]
 [10.6782955  16.38535285 15.85876973 ... 16.21793087 14.79084428
  14.53673607]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01919394 16.20769478
  11.25884418]
 [13.74436734 15.6826351  14.813587   ... 14.4734565  13.64314807
  12.6062164 ]
 [16.94791286 20.77833792 36.45976945 ... 36.45968281 21.3876818
  17.25113531]]",123.046875,1
133,"[-22.899794    98.64235    -45.502007    26.622805    10.653428
   4.6393576   -4.9742575    5.3927984    3.8133602    1.5366517
   1.7996815    4.1763964   -0.5963439    2.340435    -2.1514308
   6.975475    -0.2789646    1.7198251   -0.22826178   2.0848422 ]","[0.3262971  0.48608008 0.623814   0.40836552 0.5395009  0.35395378
 0.44641152 0.33179754 0.3266042  0.6066323  0.32391876 0.39985633]","[22.24920291 14.42707096 18.14699246 18.0680888  19.92817955 26.55255573
 47.48917565]","[[-513.6057    -513.6057    -513.6057    ... -478.21823   -494.9922
  -513.6057   ]
 [   0.           0.           0.        ...   47.58602     25.966084
     0.       ]
 [   0.           0.           0.        ...   41.01667     24.92881
     0.       ]
 ...
 [   0.           0.           0.        ...   -1.8866398   -1.3535721
     0.       ]
 [   0.           0.           0.        ...   -1.3990779   -1.5541608
     0.       ]
 [   0.           0.           0.        ...   -0.6112812   -1.5806198
     0.       ]]","[[0.78911614 0.92805576 0.8557714  ... 0.516168   0.82823724 1.        ]
 [0.754893   0.9596623  1.         ... 0.84469587 0.9303384  0.68802404]
 [0.7647753  0.89944005 0.9295849  ... 1.         1.         0.5531184 ]
 ...
 [0.43016016 0.40666977 0.34190288 ... 0.12931444 0.5304399  0.5353774 ]
 [0.46794376 0.4495471  0.44453254 ... 0.18405968 0.60830855 0.7189467 ]
 [0.5973655  0.65242875 0.65584725 ... 0.32220414 0.7072444  0.828828  ]]","[[15.85928961 25.02011272 27.54972855 ... 10.58940973  5.9536124
  20.72805101]
 [ 7.4624451  13.08561006 12.95696569 ...  8.07030664  4.83430244
  13.00080862]
 [10.6782955  16.38535285 15.85876973 ... 11.17113885 13.78768632
   7.60317735]
 ...
 [14.54964755 11.94932484 14.24598854 ... 12.19782021  9.14361931
  15.0148822 ]
 [13.74436734 15.6826351  14.813587   ... 16.83079551 17.24870656
  13.57092881]
 [16.94791286 20.77833792 39.29423846 ... 43.87653802 29.9913411
  23.1559138 ]]",161.4990234375,1
134,"[-112.63466    112.801445     7.183083    21.819107    13.665048
    6.0147524   -4.9800415    2.3913343   -9.188457    -0.9793765
   -9.147945    -4.7730546   -6.087887    -7.7532144   -9.207964
    0.2886278   -9.091013    -2.2710624   -3.0299063   -2.631693 ]","[0.54948777 0.37900218 0.40924636 0.3316126  0.4207034  0.37018445
 0.27919537 0.36373702 0.27201727 0.3113941  0.24940602 0.39503995]","[20.22815082 16.22665338 18.75900527 19.52223625 20.28682728 23.16125791
 47.2420512 ]","[[-499.43576 -499.43576 -499.43576 ... -499.43576 -499.43576 -499.43576]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.8040605  0.9294195  0.8484545  ... 0.9101537  0.9048971  0.8652749 ]
 [0.7736919  0.9778938  1.         ... 0.9161549  1.         1.        ]
 [0.7816468  0.9146777  0.9397056  ... 0.9923642  0.92836165 0.9954596 ]
 ...
 [0.44239497 0.4181088  0.34216398 ... 0.3795421  0.420598   0.4759776 ]
 [0.4759914  0.45090362 0.43680567 ... 0.45658505 0.45843965 0.60388625]
 [0.6006898  0.64868206 0.6462816  ... 0.72101223 0.67844313 0.71894866]]","[[15.85928961 25.02011272 27.54972855 ... 28.47158382 24.19355418
  18.4264129 ]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89261008  9.13217519
   4.95791527]
 [10.6782955  16.38535285 15.85876973 ... 13.05538849 12.12203984
  12.78165425]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67968749 11.17118998
  14.57982957]
 [13.74436734 15.6826351  14.813587   ... 11.9554218  14.44754891
  15.07047761]
 [16.94791286 20.77833792 36.29449852 ... 35.89779025 22.47945799
  17.40304318]]",95.703125,1
135,"[-81.37847     83.74491     -8.153934    32.619354    -0.53886515
   9.120365    -0.94667774   6.4656568   -6.5420914    2.082229
  -3.2737665   -1.4885299   -3.942983    -1.0918525   -5.1724014
   3.6206539   -4.8826933    3.4114485   -4.02872     -0.8459822 ]","[0.39116633 0.3426385  0.4590144  0.44201094 0.49539518 0.407065
 0.464241   0.44367427 0.36914295 0.43319595 0.43632144 0.54246676]","[16.65755078 15.30018263 18.87635992 19.82733628 21.15904951 22.42490793
 49.17823106]","[[-455.5177 -455.5177 -455.5177 ... -455.5177 -455.5177 -455.5177]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.7831253  0.9272452  0.85850203 ... 0.90432274 0.9240792  0.8715834 ]
 [0.747673   0.9524624  1.         ... 0.91284937 1.         1.        ]
 [0.75844    0.8935168  0.92561716 ... 0.9833259  0.92641026 0.97575366]
 ...
 [0.42529276 0.40227854 0.34188288 ... 0.37321973 0.41258577 0.4692705 ]
 [0.46465683 0.44898337 0.44766307 ... 0.46485525 0.46859792 0.6082639 ]
 [0.59641975 0.6539688  0.6596216  ... 0.7361568  0.6974714  0.71727604]]","[[15.85928961 25.02011272 27.54972855 ... 28.47158417 24.19356257
  18.42641346]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89260229  9.13216836
   4.9579181 ]
 [10.6782955  16.38535285 15.85876973 ... 13.05538154 12.12203634
  12.78164892]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67969528 11.1711906
  14.57983131]
 [13.74436734 15.6826351  14.813587   ... 11.95542863 14.44754811
  15.07046546]
 [16.94791286 20.77833792 32.17779123 ... 31.78108359 22.47942937
  17.40303547]]",103.359375,1
136,"[-4.72819481e+01  1.08364235e+02 -1.07669725e+01  3.17056293e+01
  3.17202449e+00  1.13459997e+01  9.90001932e-02  9.09695244e+00
 -6.44405425e-01  6.67477226e+00  1.98586774e+00  5.53375196e+00
 -4.20435630e-02  3.30464125e+00 -5.56531620e+00  2.33541560e+00
 -2.98336482e+00  1.12819445e+00 -4.60148525e+00  2.35710311e+00]","[0.3315434  0.4356985  0.4285373  0.3842246  0.5353372  0.3605757
 0.3418373  0.38351017 0.4647925  0.6276087  0.4274038  0.34867376]","[18.88191933 14.70731629 16.98086889 17.07864805 18.05944522 20.52831196
 48.32909163]","[[-467.0827 -467.0827 -467.0827 ... -467.0827 -467.0827 -467.0827]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.79212284 0.92841554 0.85435796 ... 0.90680873 0.91594744 0.8690635 ]
 [0.75858325 0.9633019  1.         ... 0.913928   1.         1.        ]
 [0.76805073 0.90245456 0.93157923 ... 0.9872608  0.92725223 0.98467267]
 ...
 [0.43260515 0.40890983 0.3419293  ... 0.3757957  0.41580278 0.47204426]
 [0.46958816 0.4498341  0.44297028 ... 0.46117812 0.46426392 0.6065929 ]
 [0.5979317  0.65167665 0.65394396 ... 0.7296915  0.6893964  0.71798974]]","[[15.85928961 25.02011272 27.54972855 ... 28.47157748 24.19355331
  18.42641431]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89261321  9.1321624
   4.95792175]
 [10.6782955  16.38535285 15.85876973 ... 13.05540378 12.12203915
  12.78165942]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67968227 11.17118699
  14.57983406]
 [13.74436734 15.6826351  14.813587   ... 11.95542147 14.44755572
  15.07046499]
 [16.94791286 20.77833792 36.61181207 ... 36.21510411 22.47946178
  17.40303292]]",89.10290948275862,1
137,"[-9.33712234e+01  1.05393295e+02  8.59962940e+00  2.23623219e+01
  7.18966246e+00  6.67787981e+00  1.10539942e+01 -3.52859944e-02
  2.36410737e+00  4.48424816e+00 -2.80004287e+00  2.32797787e-02
 -1.05979576e+01  4.17447424e+00 -7.23828077e+00  1.44500101e+00
  6.39621437e-01  5.33274698e+00  3.69043529e-01  1.07110882e+00]","[0.41978237 0.3834246  0.5007232  0.4171472  0.35136726 0.39918387
 0.38276592 0.5162595  0.4102283  0.38774323 0.41842365 0.36025298]","[20.47032461 16.17877017 19.25122434 19.14325018 20.27661087 23.1434395
 45.92233103]","[[-467.6904 -467.6904 -467.6904 ... -467.6904 -467.6904 -467.6904]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.83110946 0.9006967  0.826262   ... 0.8262365  0.86451894 0.9365944 ]
 [0.81801194 1.         1.         ... 1.         0.950333   0.8331223 ]
 [0.8204187  0.9321742  0.9750898  ... 0.97520566 1.         1.        ]
 ...
 [0.47141767 0.44266358 0.3454057  ... 0.34511703 0.34886798 0.37740487]
 [0.48548573 0.43896383 0.41706374 ... 0.41691664 0.39616337 0.49180382]
 [0.6043864  0.618444   0.61925447 ... 0.61935157 0.62313235 0.6798655 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.03816744 18.84961721
  13.90207538]
 [ 7.4624451  13.08561006 12.95696569 ... 14.47994494  9.10102004
   7.27753038]
 [10.6782955  16.38535285 15.85876973 ... 16.21792365 14.79083768
  14.53674928]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01920948 16.20770345
  11.25884479]
 [13.74436734 15.6826351  14.813587   ... 14.47345678 13.64314463
  12.60622512]
 [16.94791286 20.77833792 34.297319   ... 34.29723236 21.38769589
  17.25112842]]",135.99917763157896,1
138,"[-105.77311      93.81888       6.29638      26.824879      5.3254094
   -1.9531072     8.545322      5.936025     -4.32268       3.999986
   -7.7902756     2.185458     -4.881615     -2.1838477    -2.2570343
   -0.7508692    -5.9251666     0.11261088   -6.205109     -1.0181961 ]","[0.4067462  0.5310473  0.3769589  0.3912008  0.40045175 0.34299812
 0.4227265  0.37399372 0.45861265 0.40224704 0.39789596 0.425491  ]","[20.96534273 16.01451626 17.83672887 19.27627691 19.00478021 23.56238824
 45.31938659]","[[-524.2911 -524.2911 -524.2911 ... -524.2911 -524.2911 -524.2911]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.80110276 0.9292425  0.8499614  ... 0.9093298  0.90767056 0.8662617 ]
 [0.76987827 0.974259   1.         ... 0.9155273  1.         1.        ]
 [0.7781929  0.9116125  0.9376452  ... 0.99111944 0.92807794 0.99287534]
 ...
 [0.43995112 0.4157773  0.34208453 ... 0.37857515 0.41934046 0.4749688 ]
 [0.47443122 0.450657   0.4383288  ... 0.4577091  0.4598999  0.60461676]
 [0.59993786 0.6494365  0.64819884 ... 0.723198   0.6811956  0.71870804]]","[[15.85928961 25.02011272 27.54972855 ... 28.4715736  24.19356055
  18.4264129 ]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89262491  9.13215704
   4.95791737]
 [10.6782955  16.38535285 15.85876973 ... 13.05540222 12.12205273
  12.78164515]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67969458 11.17119654
  14.57983602]
 [13.74436734 15.6826351  14.813587   ... 11.95542181 14.44755062
  15.07047387]
 [16.94791286 20.77833792 37.16731383 ... 36.77060587 22.47946494
  17.40304427]]",143.5546875,1
139,"[-63.23316     89.3429       3.614558    26.477888     8.280911
  14.314257    -2.8725305    7.589304     2.0655704    5.8346143
  -2.3254795    5.981452     0.56572235   1.6115464   -3.426792
   1.3289688   -2.0853932    0.48446923  -2.1921124    5.2478447 ]","[0.42912784 0.6456364  0.42529255 0.4659316  0.43381637 0.5622721
 0.43991312 0.40261248 0.39507088 0.2740087  0.29465693 0.2743626 ]","[22.32323776 15.82762907 18.4964348  18.56324732 21.00765308 20.76254967
 47.42801669]","[[-462.5743 -462.5743 -462.5743 ... -462.5743 -462.5743 -462.5743]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.78911614 0.92805576 0.8557714  ... 0.8556867  0.8972202  0.92009896]
 [0.754893   0.9596623  1.         ... 1.         0.9464791  0.8162321 ]
 [0.7647753  0.89944005 0.9295849  ... 0.9297032  1.         1.        ]
 ...
 [0.43016016 0.40666977 0.34190288 ... 0.34158662 0.35252458 0.37371927]
 [0.46794376 0.4495471  0.44453254 ... 0.44449025 0.4254145  0.5132262 ]
 [0.5973655  0.65242875 0.65584725 ... 0.6559728  0.6744671  0.7113379 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.03815857 18.84961687
  13.90207656]
 [ 7.4624451  13.08561006 12.95696569 ... 14.4799855   9.10103411
   7.27753023]
 [10.6782955  16.38535285 15.85876973 ... 16.21791441 14.79081598
  14.53670501]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.0191986  16.20771019
  11.25885142]
 [13.74436734 15.6826351  14.813587   ... 14.47345155 13.64314871
  12.60621874]
 [16.94791286 20.77833792 37.68781459 ... 37.68772795 21.38771916
  17.25114042]]",95.703125,1
140,"[-31.561728    72.044975    -8.026826    19.4794       6.559644
  10.61783      2.1753104    9.405943     1.0193456    8.13833
   3.4502356    5.077804    -2.910059    -1.7414196    0.23730935
   4.341766     0.59402424   6.745817     1.5893908    4.2135944 ]","[0.41823938 0.38270488 0.5450852  0.42497605 0.4275353  0.4438252
 0.42336625 0.5984137  0.53726286 0.56739765 0.4415542  0.4114064 ]","[23.10787519 14.87157099 17.32141144 18.42081848 19.60634108 20.99783332
 47.80751494]","[[-470.33807 -470.33807 -470.33807 ... -470.33807 -470.33807 -470.33807]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.78911614 0.92805576 0.8557714  ... 0.8556869  0.89722013 0.9200988 ]
 [0.754893   0.9596623  1.         ... 1.         0.9464788  0.81623226]
 [0.7647753  0.89944005 0.9295849  ... 0.9297033  1.         1.        ]
 ...
 [0.43016016 0.40666977 0.34190288 ... 0.34158656 0.3525244  0.37371922]
 [0.46794376 0.4495471  0.44453254 ... 0.44449025 0.4254144  0.5132262 ]
 [0.5973655  0.65242875 0.65584725 ... 0.6559729  0.67446697 0.7113379 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.03817078 18.84961959
  13.90207696]
 [ 7.4624451  13.08561006 12.95696569 ... 14.48001779  9.10102295
   7.27753219]
 [10.6782955  16.38535285 15.85876973 ... 16.21791589 14.79080634
  14.5367403 ]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01921493 16.20771988
  11.25885398]
 [13.74436734 15.6826351  14.813587   ... 14.47345306 13.6431492
  12.60621772]
 [16.94791286 20.77833792 34.12369312 ... 34.12360705 21.38768117
  17.25113276]]",129.19921875,1
